id	title	asset_type	asset_id	organisation_id	user_id	creator_id	system_score	user_score	created	opened	deleted	saved	clicked_out
207	Rescheduling or Descheduling: How Future Federal Decisions May Impact the Industry	event	1190	22	108	144	0.4		1715376549	1715380149	1715383749		
208	The Cannabis Conversation	event	435	22	108	99	0.4		1715376549	1715383749		1715387349	
209	Grower Spotlight: Aeriz	event	1222	22	108	143	0.39		1715376549	1715383749			1715387349
210	Science of Cannabis Symposium 2024 Series #1	event	863	22	108	143	0.39		1715376549	1715383749	1715390949		1715387349
211	Largest cannabis MSOs lay out modest expansion plans for 2024	content	137	22	109	143	0.38		1715376549	1715380149	1715383749	1715380449	1715384049
212	280E, new markets and wholesale revenue highlight cannabis earnings season	content	76	22	109	143	0.31		1715376549	1715383749	1715390949		1715387349
213	Jushi looks to boost efficiency as it awaits new adult-use cannabis markets	content	86	22	109	143	0.3		1715376549	1715380149	1715383749	1715380449	
214	Canadian cannabis producer Organigram enters US, plans CA$25 million raise	content	70	22	109	98	0.3		1715376549	1715383749	1715380149		
215	Arizona cannabis social equity reform failure highlights broader struggle	content	39	22	109	99	0.28		1715376549	1715383749	1715390949	1715387349	1715380209
216	Gabrielle Feldman | Program Manager for the Environmental Support Services Contract at NASA Ames Research Center	contact	386	22	109	98	0.62		1715376549	1715383749		1715387349	1715380209
217	Laura Farren | Academic Research Partnerships @ CareEvolution | Master's Degrees, Public Administration and Public Health	contact	402	22	109	144	0.56		1715376549				
218	Ernesto Billones | Investor Relations Associate	contact	398	22	109	143	0.54		1715376549	1715380149	1715383749		
219	Christine Parman | Cannabis	contact	220	22	109	144	0.52		1715376549	1715383749			1715387349
220	Molly Rose | Partnerships at Checkr, Inc.	contact	221	22	109	143	0.49		1715376549	1715380149			
221	Hiring in the 21st Century. How Your Cannabis Company Culture Changes Everything	event	1256	22	109	143	0.5		1715376549	1715380149	1715383749	1715380449	1715384049
222	Rescheduling or Descheduling: How Future Federal Decisions May Impact the Industry	event	1190	22	109	143	0.4		1715376549	1715380149		1715380449	1715384049
223	The Cannabis Conversation	event	435	22	109	98	0.4		1715376549	1715383749		1715387349	
224	Grower Spotlight: Aeriz	event	1222	22	109	143	0.39		1715376549	1715383749		1715380329	1715387349
225	Science of Cannabis Symposium 2024 Series #1	event	863	22	109	98	0.39		1715376549	1715383749	1715380149		1715387349
226	How R&D cannabis lines help cultivators conduct market research	content	82	23	110	144	0.31		1715376563	1715380163		1715380463	
227	British Columbia allows promotion of outdoor cannabis consumption areas	content	127	23	110	98	0.29		1715376563	1715383763	1715390963		1715387363
228	Cookies sued again by cannabis retail partner in $100 million dispute	content	123	23	110	98	0.27		1715376563	1715383763	1715387363		
229	Heavy outside influence in Missouri cannabis micro licensing, report says	content	135	23	110	143	0.27		1715376563	1715383763	1715394563	1715387363	1715390963
230	280E, new markets and wholesale revenue highlight cannabis earnings season	content	76	23	110	99	0.26		1715376563		1715383763		
231	Ruben Seyde | “The Cannabis Guy” | Delivered, Inc Founder | Sharing my experiences as a Mexican entrepreneur | Follow along for cannabis insights, behind-the-scenes action, and motivation	contact	280	23	110	143	0.56		1715376563	1715380163	1715383763		
232	Erin Alexander | Content @ TechGC	contact	416	23	110	144	0.56		1715376563	1715383763			1715387363
233	Ernesto Billones | Investor Relations Associate	contact	398	23	110	99	0.54		1715376563	1715383763	1715380163	1715387363	1715390963
234	Laura Farren | Academic Research Partnerships @ CareEvolution | Master's Degrees, Public Administration and Public Health	contact	402	23	110	99	0.53		1715376563	1715380163	1715380343		1715380223
235	Christine Parman | Cannabis	contact	220	23	110	98	0.52		1715376563	1715383763	1715390963	1715380343	1715387363
236	Supply Chain Challenges and Cannabis: A Global Outlook for 2022	event	1208	23	110	143	0.44		1715376563	1715383763	1715394563	1715387363	1715390963
237	Ignite your Cannabis Brand: Unconventional Strategies for Regulatory Market	event	430	23	110	143	0.4		1715376563	1715380163	1715383763	1715380343	1715380223
238	Grower Spotlight: Aeriz	event	1222	23	110	98	0.39		1715376563	1715383763		1715380343	1715387363
239	Fund Your Business: Options for Raising Capital and Navigating M&A	event	1246	23	110	99	0.39		1715376563	1715383763	1715390963		1715387363
240	AGronomic IQ: Maximizing Your Investment with Smart HVAC Decisions	event	1211	23	110	99	0.36		1715376563	1715380163	1715383763	1715380343	1715380223
241	How R&D cannabis lines help cultivators conduct market research	content	82	23	111	98	0.31		1715376563	1715383763	1715380223	1715387363	1715390963
242	British Columbia allows promotion of outdoor cannabis consumption areas	content	127	23	111	98	0.29		1715376563	1715383763		1715387363	1715390963
243	Cookies sued again by cannabis retail partner in $100 million dispute	content	123	23	111	143	0.27		1715376563	1715383763			
244	Heavy outside influence in Missouri cannabis micro licensing, report says	content	135	23	111	98	0.27		1715376563	1715383763	1715380163	1715387363	
245	280E, new markets and wholesale revenue highlight cannabis earnings season	content	76	23	111	143	0.26		1715376563	1715383763		1715387363	1715390963
246	Ruben Seyde | “The Cannabis Guy” | Delivered, Inc Founder | Sharing my experiences as a Mexican entrepreneur | Follow along for cannabis insights, behind-the-scenes action, and motivation	contact	280	23	111	98	0.56		1715376563	1715380163	1715383763	1715380343	1715380223
247	Erin Alexander | Content @ TechGC	contact	416	23	111	98	0.56		1715376563	1715383763		1715380463	
248	Ernesto Billones | Investor Relations Associate	contact	398	23	111	144	0.54		1715376563	1715380163			
249	Laura Farren | Academic Research Partnerships @ CareEvolution | Master's Degrees, Public Administration and Public Health	contact	402	23	111	144	0.53		1715376563	1715383763		1715387363	1715380223
250	Christine Parman | Cannabis	contact	220	23	111	144	0.52		1715376563	1715383763		1715380343	1715380223
251	Supply Chain Challenges and Cannabis: A Global Outlook for 2022	event	1208	23	111	98	0.44		1715376563	1715380163	1715383763		1715380223
252	Ignite your Cannabis Brand: Unconventional Strategies for Regulatory Market	event	430	23	111	98	0.4		1715376563	1715383763			1715387363
253	Grower Spotlight: Aeriz	event	1222	23	111	143	0.39		1715376563	1715383763	1715387363	1715380463	1715384063
254	Fund Your Business: Options for Raising Capital and Navigating M&A	event	1246	23	111	143	0.39		1715376563	1715380163		1715380463	1715384063
255	AGronomic IQ: Maximizing Your Investment with Smart HVAC Decisions	event	1211	23	111	99	0.36		1715376563	1715380163	1715383763	1715380463	1715384063
256	Largest cannabis MSOs lay out modest expansion plans for 2024	content	137	24	112	143	0.38		1715376575	1715380175	1715383775	1715380355	1715380235
257	280E, new markets and wholesale revenue highlight cannabis earnings season	content	76	24	112	143	0.31		1715376575	1715383775	1715380175		1715387375
258	Canadian cannabis producer Organigram enters US, plans CA$25 million raise	content	70	24	112	143	0.3		1715376575	1715383775		1715387375	
259	Jushi looks to boost efficiency as it awaits new adult-use cannabis markets	content	86	24	112	98	0.3		1715376575	1715380175	1715383775		
260	How R&D cannabis lines help cultivators conduct market research	content	82	24	112	144	0.3		1715376575	1715380175	1715383775		
261	Gabrielle Feldman | Program Manager for the Environmental Support Services Contract at NASA Ames Research Center	contact	386	24	112	99	0.62		1715376575	1715383775		1715387375	1715390975
262	Jesse Channon | Chief Commercial Officer at Columbia Care	contact	333	24	112	144	0.53		1715376575	1715383775	1715390975	1715380475	1715387375
263	Christine Parman | Cannabis	contact	220	24	112	99	0.52		1715376575	1715383775		1715387375	
264	Annie deKanter | Retail Channel Manager : Improving lives by providing clarity around cannabis and confidence around consumption	contact	410	24	112	144	0.5		1715376575		1715383775		
265	Ernesto Billones | Investor Relations Associate	contact	398	24	112	144	0.49		1715376575	1715380175	1715383775	1715380355	1715380235
266	Agrify: From Flower to Diamonds  How to Use Technology as Your Competitive Edge in Producing More and Higher Quality Cannabis SKUs	event	1194	24	112	144	0.47		1715376575	1715383775	1715390975	1715380475	1715387375
267	Surna: What to Expect When You're Expanding or Retrofitting	event	1245	24	112	143	0.44		1715376575	1715380175		1715380475	1715384075
268	Agrify: From Flower to Diamonds  How to Use Technology as Your Competitive Edge in Producing More and Higher Quality Cannabis SKUs Pt. II	event	1192	24	112	99	0.44		1715376575	1715380175	1715383775		
269	Cultivating Customers: Mastering Cannabis Marketing in the Midwest | CC04	event	433	24	112	98	0.42		1715376575				
270	Innovation CannaTech 2024	event	8	24	112	99	0.42		1715376575	1715383775		1715387375	1715384075
271	Largest cannabis MSOs lay out modest expansion plans for 2024	content	137	25	113	144	0.38		1715376589	1715380189	1715383789		
272	How R&D cannabis lines help cultivators conduct market research	content	82	25	113	98	0.31		1715376589		1715383789		
273	280E, new markets and wholesale revenue highlight cannabis earnings season	content	76	25	113	143	0.31		1715376589	1715380189	1715383789	1715380489	1715384089
274	Jushi looks to boost efficiency as it awaits new adult-use cannabis markets	content	86	25	113	98	0.3		1715376589	1715383789	1715390989	1715380369	1715387389
275	Canadian cannabis producer Organigram enters US, plans CA$25 million raise	content	70	25	113	99	0.3		1715376589	1715383789		1715380489	1715384089
276	Gabrielle Feldman | Program Manager for the Environmental Support Services Contract at NASA Ames Research Center	contact	386	25	113	99	0.62		1715376589	1715383789		1715387389	1715390989
277	Ruben Seyde | “The Cannabis Guy” | Delivered, Inc Founder | Sharing my experiences as a Mexican entrepreneur | Follow along for cannabis insights, behind-the-scenes action, and motivation	contact	280	25	113	143	0.56		1715376589	1715383789	1715390989		1715387389
278	Erin Alexander | Content @ TechGC	contact	416	25	113	99	0.56		1715376589	1715383789	1715390989		1715387389
279	Laura Farren | Academic Research Partnerships @ CareEvolution | Master's Degrees, Public Administration and Public Health	contact	402	25	113	144	0.56		1715376589	1715380189		1715380489	1715384089
280	Cindy Kosydor | A builder. Of canna business, brands, talent and opportunity.	contact	429	25	113	144	0.49		1715376589	1715383789	1715380249	1715387389	
281	Supply Chain Challenges and Cannabis: A Global Outlook for 2022	event	1208	25	113	98	0.44		1715376589	1715383789	1715390989		1715387389
282	Ignite your Cannabis Brand: Unconventional Strategies for Regulatory Market	event	430	25	113	99	0.4		1715376589	1715380189	1715383789	1715380369	1715380249
283	Supporting the Cannabis Industry with Industry Best Practice and Regulatory Compliance	event	1254	25	113	99	0.37		1715376589	1715383789		1715387389	1715384089
284	Fund Your Business: Options for Raising Capital and Navigating M&A	event	1246	25	113	144	0.37		1715376589	1715383789			1715387389
285	Surna: What to Expect When You're Expanding or Retrofitting	event	1245	25	113	143	0.37		1715376589	1715380189	1715383789		1715380249
286	Largest cannabis MSOs lay out modest expansion plans for 2024	content	137	25	114	143	0.38		1715376589	1715380189	1715383789	1715380369	1715380249
287	How R&D cannabis lines help cultivators conduct market research	content	82	25	114	143	0.31		1715376589	1715380189	1715383789	1715380369	1715380249
288	280E, new markets and wholesale revenue highlight cannabis earnings season	content	76	25	114	143	0.31		1715376589	1715383789	1715384209	1715380489	1715384089
289	Jushi looks to boost efficiency as it awaits new adult-use cannabis markets	content	86	25	114	144	0.3		1715376589	1715383789	1715380369	1715387389	1715390989
290	Canadian cannabis producer Organigram enters US, plans CA$25 million raise	content	70	25	114	98	0.3		1715376589				
291	Gabrielle Feldman | Program Manager for the Environmental Support Services Contract at NASA Ames Research Center	contact	386	25	114	144	0.62		1715376589	1715383789		1715380489	1715387389
292	Ruben Seyde | “The Cannabis Guy” | Delivered, Inc Founder | Sharing my experiences as a Mexican entrepreneur | Follow along for cannabis insights, behind-the-scenes action, and motivation	contact	280	25	114	144	0.56		1715376589	1715383789			1715387389
293	Erin Alexander | Content @ TechGC	contact	416	25	114	98	0.56		1715376589	1715383789		1715387389	1715390989
294	Laura Farren | Academic Research Partnerships @ CareEvolution | Master's Degrees, Public Administration and Public Health	contact	402	25	114	99	0.56		1715376589	1715383789		1715387389	1715380249
295	Cindy Kosydor | A builder. Of canna business, brands, talent and opportunity.	contact	429	25	114	98	0.49		1715376589	1715380189		1715380369	1715380249
296	Supply Chain Challenges and Cannabis: A Global Outlook for 2022	event	1208	25	114	143	0.44		1715376589	1715380189		1715380369	1715380249
297	Ignite your Cannabis Brand: Unconventional Strategies for Regulatory Market	event	430	25	114	99	0.4		1715376589		1715383789		
298	Supporting the Cannabis Industry with Industry Best Practice and Regulatory Compliance	event	1254	25	114	143	0.37		1715376589	1715380189	1715383789	1715380369	1715380249
299	Fund Your Business: Options for Raising Capital and Navigating M&A	event	1246	25	114	144	0.37		1715376589	1715383789			1715387389
300	Surna: What to Expect When You're Expanding or Retrofitting	event	1245	25	114	98	0.37		1715376589	1715383789	1715390989	1715380369	1715387389
301	Largest cannabis MSOs lay out modest expansion plans for 2024	content	137	25	115	143	0.38		1715376589	1715383789		1715387389	1715380249
302	How R&D cannabis lines help cultivators conduct market research	content	82	25	115	143	0.31		1715376589	1715380189	1715383789		
303	280E, new markets and wholesale revenue highlight cannabis earnings season	content	76	25	115	143	0.31		1715376589	1715383789		1715380489	1715387389
304	Jushi looks to boost efficiency as it awaits new adult-use cannabis markets	content	86	25	115	99	0.3		1715376589	1715383789			
305	Canadian cannabis producer Organigram enters US, plans CA$25 million raise	content	70	25	115	98	0.3		1715376589	1715383789		1715380369	1715387389
306	Gabrielle Feldman | Program Manager for the Environmental Support Services Contract at NASA Ames Research Center	contact	386	25	115	98	0.62		1715376589	1715383789	1715380189		
307	Ruben Seyde | “The Cannabis Guy” | Delivered, Inc Founder | Sharing my experiences as a Mexican entrepreneur | Follow along for cannabis insights, behind-the-scenes action, and motivation	contact	280	25	115	99	0.56		1715376589		1715383789		
308	Erin Alexander | Content @ TechGC	contact	416	25	115	143	0.56		1715376589	1715383789	1715394589	1715387389	1715390989
309	Laura Farren | Academic Research Partnerships @ CareEvolution | Master's Degrees, Public Administration and Public Health	contact	402	25	115	144	0.56		1715376589	1715383789	1715380189		1715387389
310	Cindy Kosydor | A builder. Of canna business, brands, talent and opportunity.	contact	429	25	115	98	0.49		1715376589	1715380189	1715383789		
311	Supply Chain Challenges and Cannabis: A Global Outlook for 2022	event	1208	25	115	143	0.44		1715376589	1715383789	1715387389		
312	Ignite your Cannabis Brand: Unconventional Strategies for Regulatory Market	event	430	25	115	144	0.4		1715376589	1715383789			
313	Supporting the Cannabis Industry with Industry Best Practice and Regulatory Compliance	event	1254	25	115	143	0.37		1715376589	1715383789	1715387389		
314	Fund Your Business: Options for Raising Capital and Navigating M&A	event	1246	25	115	98	0.37		1715376589	1715380189	1715380249		
315	Surna: What to Expect When You're Expanding or Retrofitting	event	1245	25	115	98	0.37		1715376589	1715383789	1715380369		1715387389
316	Largest cannabis MSOs lay out modest expansion plans for 2024	content	137	25	116	99	0.38		1715376589	1715380189	1715383789		1715380249
317	How R&D cannabis lines help cultivators conduct market research	content	82	25	116	98	0.31		1715376589	1715383789		1715380369	1715387389
318	280E, new markets and wholesale revenue highlight cannabis earnings season	content	76	25	116	143	0.31		1715376589	1715383789			
319	Jushi looks to boost efficiency as it awaits new adult-use cannabis markets	content	86	25	116	143	0.3		1715376589	1715383789		1715380489	1715387389
320	Canadian cannabis producer Organigram enters US, plans CA$25 million raise	content	70	25	116	99	0.3		1715376589	1715383789			
321	Gabrielle Feldman | Program Manager for the Environmental Support Services Contract at NASA Ames Research Center	contact	386	25	116	98	0.62		1715376589	1715383789	1715387389	1715380369	1715380249
322	Ruben Seyde | “The Cannabis Guy” | Delivered, Inc Founder | Sharing my experiences as a Mexican entrepreneur | Follow along for cannabis insights, behind-the-scenes action, and motivation	contact	280	25	116	99	0.56		1715376589	1715380189	1715383789	1715380489	1715384089
323	Erin Alexander | Content @ TechGC	contact	416	25	116	143	0.56		1715376589	1715380189	1715383789	1715380369	1715380249
324	Laura Farren | Academic Research Partnerships @ CareEvolution | Master's Degrees, Public Administration and Public Health	contact	402	25	116	143	0.56		1715376589	1715383789	1715390989	1715380489	1715387389
325	Cindy Kosydor | A builder. Of canna business, brands, talent and opportunity.	contact	429	25	116	143	0.49		1715376589	1715383789	1715380249		
326	Supply Chain Challenges and Cannabis: A Global Outlook for 2022	event	1208	25	116	99	0.44		1715376589	1715383789			1715387389
327	Ignite your Cannabis Brand: Unconventional Strategies for Regulatory Market	event	430	25	116	98	0.4		1715376589	1715380189	1715383789	1715380489	
328	Supporting the Cannabis Industry with Industry Best Practice and Regulatory Compliance	event	1254	25	116	99	0.37		1715376589	1715383789	1715380249	1715387389	1715390989
329	Fund Your Business: Options for Raising Capital and Navigating M&A	event	1246	25	116	144	0.37		1715376589	1715383789		1715387389	1715390989
330	Surna: What to Expect When You're Expanding or Retrofitting	event	1245	25	116	143	0.37		1715376589	1715383789		1715380489	
331	Second round for Missouri cannabis microbusiness applications set for April	content	100	26	117	144	0.32		1715376598	1715383798	1715394598	1715387398	1715390998
332	How R&D cannabis lines help cultivators conduct market research	content	82	26	117	144	0.31		1715376598	1715383798	1715387398		1715380258
333	Institutional investor puts $50 million into cannabis operator Canopy Growth	content	14	26	117	143	0.28		1715376598	1715383798		1715380498	
334	Want to shatter cannabis grass ceiling? Heres how these women did it	content	64	26	117	144	0.27		1715376598		1715383798		
335	Cannabis operator Canopy raising $35 million in upsized private placement	content	2	26	117	99	0.27		1715376598	1715383798		1715380378	1715380258
336	Gabrielle Feldman | Program Manager for the Environmental Support Services Contract at NASA Ames Research Center	contact	386	26	117	144	0.48		1715376598	1715380198	1715383798		
337	david mcginley | owner of dirtbag boys	contact	259	26	117	144	0.44		1715376598	1715383798	1715380198		1715387398
338	Ziva Cooper | Director of the UCLA Center for Cannabis and Cannabinoids	contact	291	26	117	98	0.43		1715376598	1715380198	1715383798		
339	Cindy Kosydor | A builder. Of canna business, brands, talent and opportunity.	contact	429	26	117	99	0.43		1715376598	1715383798		1715380378	1715387398
340	Carey Smith | Director of Consumer Engagement at 1906	contact	422	26	117	99	0.42		1715376598	1715380198	1715383798	1715380498	
341	Supply Chain Challenges and Cannabis: A Global Outlook for 2022	event	1208	26	117	99	0.44		1715376598	1715383798		1715387398	
342	Fund Your Business: Options for Raising Capital and Navigating M&A	event	1246	26	117	144	0.41		1715376598	1715380198	1715383798	1715380378	1715380258
343	Ignite your Cannabis Brand: Unconventional Strategies for Regulatory Market	event	430	26	117	144	0.36		1715376598	1715383798		1715380498	1715387398
344	AGronomic IQ: Maximizing Your Investment with Smart HVAC Decisions	event	1211	26	117	143	0.36		1715376598	1715380198			
345	Compassionate Oregon Cannabis and Healthcare  Event and Online Fundraiser	event	49	26	117	144	0.34		1715376598	1715380198	1715383798		1715380258
346	Second round for Missouri cannabis microbusiness applications set for April	content	100	26	118	143	0.32		1715376598	1715383798	1715390998		1715387398
347	How R&D cannabis lines help cultivators conduct market research	content	82	26	118	143	0.31		1715376598	1715380198	1715383798	1715380498	1715384098
348	Institutional investor puts $50 million into cannabis operator Canopy Growth	content	14	26	118	143	0.28		1715376598	1715383798	1715390998	1715380498	1715387398
349	Want to shatter cannabis grass ceiling? Heres how these women did it	content	64	26	118	143	0.27		1715376598	1715380198	1715383798		
350	Cannabis operator Canopy raising $35 million in upsized private placement	content	2	26	118	144	0.27		1715376598	1715383798	1715394598	1715387398	1715390998
351	Gabrielle Feldman | Program Manager for the Environmental Support Services Contract at NASA Ames Research Center	contact	386	26	118	143	0.48		1715376598	1715383798	1715390998		1715387398
352	david mcginley | owner of dirtbag boys	contact	259	26	118	144	0.44		1715376598	1715383798	1715387398		1715380258
353	Ziva Cooper | Director of the UCLA Center for Cannabis and Cannabinoids	contact	291	26	118	99	0.43		1715376598	1715383798	1715387398	1715380498	1715384098
354	Cindy Kosydor | A builder. Of canna business, brands, talent and opportunity.	contact	429	26	118	144	0.43		1715376598		1715383798		
355	Carey Smith | Director of Consumer Engagement at 1906	contact	422	26	118	99	0.42		1715376598				
356	Supply Chain Challenges and Cannabis: A Global Outlook for 2022	event	1208	26	118	143	0.44		1715376598	1715380198			
357	Fund Your Business: Options for Raising Capital and Navigating M&A	event	1246	26	118	143	0.41		1715376598	1715383798	1715380258		1715387398
358	Ignite your Cannabis Brand: Unconventional Strategies for Regulatory Market	event	430	26	118	144	0.36		1715376598	1715383798	1715394598	1715387398	1715390998
359	AGronomic IQ: Maximizing Your Investment with Smart HVAC Decisions	event	1211	26	118	99	0.36		1715376598	1715383798		1715380378	1715387398
360	Compassionate Oregon Cannabis and Healthcare  Event and Online Fundraiser	event	49	26	118	98	0.34		1715376598	1715380198	1715380258		
361	Second round for Missouri cannabis microbusiness applications set for April	content	100	26	119	99	0.32		1715376598	1715383798	1715390998	1715387398	1715380258
362	How R&D cannabis lines help cultivators conduct market research	content	82	26	119	98	0.31		1715376598	1715383798			
363	Institutional investor puts $50 million into cannabis operator Canopy Growth	content	14	26	119	144	0.28		1715376598	1715383798	1715380258	1715387398	
364	Want to shatter cannabis grass ceiling? Heres how these women did it	content	64	26	119	144	0.27		1715376598	1715383798	1715380378		1715387398
365	Cannabis operator Canopy raising $35 million in upsized private placement	content	2	26	119	98	0.27		1715376598	1715383798	1715394598	1715387398	1715390998
366	Gabrielle Feldman | Program Manager for the Environmental Support Services Contract at NASA Ames Research Center	contact	386	26	119	99	0.48		1715376598	1715383798	1715380378		1715387398
367	david mcginley | owner of dirtbag boys	contact	259	26	119	98	0.44		1715376598	1715383798		1715387398	1715380258
368	Ziva Cooper | Director of the UCLA Center for Cannabis and Cannabinoids	contact	291	26	119	144	0.43		1715376598	1715383798		1715387398	1715390998
369	Cindy Kosydor | A builder. Of canna business, brands, talent and opportunity.	contact	429	26	119	143	0.43		1715376598	1715383798			1715387398
370	Carey Smith | Director of Consumer Engagement at 1906	contact	422	26	119	143	0.42		1715376598	1715383798		1715380378	1715387398
371	Supply Chain Challenges and Cannabis: A Global Outlook for 2022	event	1208	26	119	144	0.44		1715376598	1715383798	1715394598	1715387398	1715390998
372	Fund Your Business: Options for Raising Capital and Navigating M&A	event	1246	26	119	143	0.41		1715376598	1715383798		1715387398	1715380258
373	Ignite your Cannabis Brand: Unconventional Strategies for Regulatory Market	event	430	26	119	99	0.36		1715376598	1715383798	1715380258		1715387398
374	AGronomic IQ: Maximizing Your Investment with Smart HVAC Decisions	event	1211	26	119	144	0.36		1715376598	1715383798	1715390998	1715380498	1715387398
375	Compassionate Oregon Cannabis and Healthcare  Event and Online Fundraiser	event	49	26	119	99	0.34		1715376598	1715383798		1715387398	1715380258
376	Largest cannabis MSOs lay out modest expansion plans for 2024	content	137	27	120	98	0.38		1715376623	1715383823	1715380403		1715387423
377	How R&D cannabis lines help cultivators conduct market research	content	82	27	120	143	0.31		1715376623	1715383823	1715380283		
378	280E, new markets and wholesale revenue highlight cannabis earnings season	content	76	27	120	144	0.31		1715376623	1715383823			
379	Heavy outside influence in Missouri cannabis micro licensing, report says	content	135	27	120	99	0.3		1715376623	1715383823		1715380403	1715387423
380	Canadian cannabis producer Organigram enters US, plans CA$25 million raise	content	70	27	120	98	0.3		1715376623	1715383823		1715387423	
381	Ziva Cooper | Director of the UCLA Center for Cannabis and Cannabinoids	contact	291	27	120	99	0.62		1715376623	1715383823			
382	Gabrielle Feldman | Program Manager for the Environmental Support Services Contract at NASA Ames Research Center	contact	386	27	120	98	0.62		1715376623	1715383823			1715387423
383	Erin Alexander | Content @ TechGC	contact	416	27	120	98	0.56		1715376623	1715383823	1715391023		1715387423
384	Ruben Seyde | “The Cannabis Guy” | Delivered, Inc Founder | Sharing my experiences as a Mexican entrepreneur | Follow along for cannabis insights, behind-the-scenes action, and motivation	contact	280	27	120	144	0.56		1715376623	1715383823	1715391023		1715387423
385	Ernesto Billones | Investor Relations Associate	contact	398	27	120	144	0.54		1715376623	1715383823			1715387423
386	Agrify: From Flower to Diamonds  How to Use Technology as Your Competitive Edge in Producing More and Higher Quality Cannabis SKUs	event	1194	27	120	98	0.47		1715376623	1715383823	1715391023		1715387423
387	Agrify: From Flower to Diamonds  How to Use Technology as Your Competitive Edge in Producing More and Higher Quality Cannabis SKUs Pt. II	event	1192	27	120	143	0.44		1715376623	1715380223	1715383823		
388	Supply Chain Challenges and Cannabis: A Global Outlook for 2022	event	1208	27	120	143	0.44		1715376623	1715383823	1715391023		1715387423
389	Ignite your Cannabis Brand: Unconventional Strategies for Regulatory Market	event	430	27	120	143	0.4		1715376623	1715380223		1715380403	1715380283
390	The Cannabis Conversation	event	435	27	120	98	0.4		1715376623	1715383823		1715387423	
391	Largest cannabis MSOs lay out modest expansion plans for 2024	content	137	27	121	99	0.38		1715376623	1715383823	1715394623	1715387423	1715391023
392	How R&D cannabis lines help cultivators conduct market research	content	82	27	121	98	0.31		1715376623	1715383823	1715391023		1715387423
393	280E, new markets and wholesale revenue highlight cannabis earnings season	content	76	27	121	98	0.31		1715376623	1715380223	1715383823		
394	Heavy outside influence in Missouri cannabis micro licensing, report says	content	135	27	121	144	0.3		1715376623	1715383823		1715387423	
395	Canadian cannabis producer Organigram enters US, plans CA$25 million raise	content	70	27	121	99	0.3		1715376623		1715383823		
396	Ziva Cooper | Director of the UCLA Center for Cannabis and Cannabinoids	contact	291	27	121	144	0.62		1715376623	1715380223	1715383823	1715380403	1715380283
397	Gabrielle Feldman | Program Manager for the Environmental Support Services Contract at NASA Ames Research Center	contact	386	27	121	143	0.62		1715376623	1715380223		1715380403	1715380283
398	Erin Alexander | Content @ TechGC	contact	416	27	121	99	0.56		1715376623	1715383823		1715387423	1715391023
399	Ruben Seyde | “The Cannabis Guy” | Delivered, Inc Founder | Sharing my experiences as a Mexican entrepreneur | Follow along for cannabis insights, behind-the-scenes action, and motivation	contact	280	27	121	143	0.56		1715376623	1715383823		1715387423	
400	Ernesto Billones | Investor Relations Associate	contact	398	27	121	99	0.54		1715376623	1715383823	1715391023	1715387423	1715384123
401	Agrify: From Flower to Diamonds  How to Use Technology as Your Competitive Edge in Producing More and Higher Quality Cannabis SKUs	event	1194	27	121	144	0.47		1715376623	1715383823		1715380403	1715380283
402	Agrify: From Flower to Diamonds  How to Use Technology as Your Competitive Edge in Producing More and Higher Quality Cannabis SKUs Pt. II	event	1192	27	121	144	0.44		1715376623	1715383823	1715391023		1715387423
403	Supply Chain Challenges and Cannabis: A Global Outlook for 2022	event	1208	27	121	144	0.44		1715376623	1715383823	1715380223	1715387423	1715391023
404	Ignite your Cannabis Brand: Unconventional Strategies for Regulatory Market	event	430	27	121	98	0.4		1715376623	1715383823	1715380283		
405	The Cannabis Conversation	event	435	27	121	144	0.4		1715376623	1715383823	1715380223		
406	Largest cannabis MSOs lay out modest expansion plans for 2024	content	137	28	122	143	0.38		1715376641	1715383841	1715387441		
407	How R&D cannabis lines help cultivators conduct market research	content	82	28	122	98	0.34		1715376641	1715383841		1715387441	1715391041
408	Second round for Missouri cannabis microbusiness applications set for April	content	100	28	122	99	0.32		1715376641	1715383841	1715391041	1715380541	1715387441
409	Regulated marijuana offers new chance at equity: Q&A with social justice leader Martin Luther King III	content	5	28	122	99	0.32		1715376641	1715383841	1715391041		1715387441
410	280E, new markets and wholesale revenue highlight cannabis earnings season	content	76	28	122	99	0.31		1715376641	1715383841			1715387441
411	Ziva Cooper | Director of the UCLA Center for Cannabis and Cannabinoids	contact	291	28	122	144	0.62		1715376641	1715380241			1715380301
412	Laura Farren | Academic Research Partnerships @ CareEvolution | Master's Degrees, Public Administration and Public Health	contact	402	28	122	144	0.55		1715376641	1715380241	1715383841	1715380541	1715384141
413	Gabrielle Feldman | Program Manager for the Environmental Support Services Contract at NASA Ames Research Center	contact	386	28	122	143	0.54		1715376641	1715383841	1715387441		
414	Christine Parman | Cannabis	contact	220	28	122	98	0.52		1715376641	1715380241	1715383841		
415	Annie deKanter | Retail Channel Manager : Improving lives by providing clarity around cannabis and confidence around consumption	contact	410	28	122	143	0.5		1715376641	1715383841		1715380421	1715387441
416	Cultivating Customers: Mastering Cannabis Marketing in the Midwest | CC04	event	433	28	122	99	0.42		1715376641	1715383841		1715387441	1715391041
417	Supporting the Cannabis Industry with Industry Best Practice and Regulatory Compliance	event	1254	28	122	143	0.42		1715376641	1715380241		1715380541	1715384141
